Make,Model,Year,Engine HP,Engine Cylinders,Transmission Type,Vehicle Size,Vehicle Style,city mpg,highway MPG,MSRP
toyota,sienna,2016,266.0,6.0,automatic,large,passenger minivan,18,25,35210
gmc,sierra 1500 classic,2007,195.0,6.0,automatic,large,regular cab pickup,14,17,20960
chevrolet,silverado 1500,2015,355.0,8.0,automatic,large,crew cab pickup,16,22,45120
maserati,granturismo convertible,2015,454.0,8.0,automatic,midsize,convertible,13,20,182009
lexus,rx 450h,2015,295.0,6.0,automatic,midsize,4dr suv,30,28,49020
ford,f-250,1998,220.0,8.0,manual,large,extended cab pickup,13,16,3269
volkswagen,new beetle,2009,150.0,5.0,automatic,compact,2dr hatchback,20,29,19390
infiniti,q60 coupe,2015,330.0,6.0,automatic,midsize,coupe,19,27,49650
dodge,ram pickup 1500,2010,390.0,8.0,automatic,large,crew cab pickup,13,18,42650
toyota,tundra,2017,381.0,8.0,automatic,large,extended cab pickup,13,18,33430
plymouth,voyager,1998,150.0,6.0,automatic,midsize,passenger minivan,17,24,2000
subaru,legacy,2016,175.0,4.0,automatic,midsize,sedan,26,36,26845
audi,allroad,2015,220.0,4.0,automatic,midsize,wagon,21,28,49800
toyota,previa,1995,138.0,4.0,automatic,compact,passenger minivan,15,19,2088
volkswagen,gti,2013,200.0,4.0,manual,compact,2dr hatchback,21,31,24200
nissan,rogue,2015,170.0,4.0,automatic,midsize,4dr suv,26,33,23040
infiniti,g coupe,2011,330.0,6.0,automatic,midsize,coupe,19,27,37150
ford,f-150,2016,282.0,6.0,automatic,large,regular cab pickup,17,23,35330
suzuki,grand vitara,2011,166.0,4.0,manual,compact,4dr suv,19,26,19299
gmc,yukon,2016,420.0,8.0,automatic,large,4dr suv,15,21,68325
volvo,c30,2011,227.0,5.0,manual,compact,2dr hatchback,21,29,27100
toyota,4runner,2015,270.0,6.0,automatic,midsize,4dr suv,17,21,37825
honda,civic del sol,1997,160.0,4.0,manual,compact,coupe,23,27,2410
toyota,supra,1996,320.0,6.0,automatic,compact,coupe,16,22,18255
nissan,murano,2016,260.0,6.0,automatic,midsize,4dr suv,21,28,38730
buick,roadmaster,1994,260.0,8.0,automatic,large,wagon,15,23,2000
kia,forte,2016,201.0,4.0,automatic,compact,coupe,22,30,21690
honda,accord,2017,185.0,4.0,automatic,midsize,sedan,27,36,23155
dodge,dakota,2009,210.0,6.0,automatic,compact,extended cab pickup,14,18,29985
toyota,yaris,2017,106.0,4.0,automatic,compact,2dr hatchback,30,35,16910
mercedes-benz,ml55 amg,2000,342.0,8.0,automatic,midsize,4dr suv,12,16,5650
mercedes-benz,e-class,2017,329.0,6.0,automatic,midsize,convertible,20,29,62600
ford,f-250,1999,220.0,8.0,manual,large,extended cab pickup,12,16,3572
mercedes-benz,e-class,2017,329.0,6.0,automatic,midsize,coupe,20,28,57050
volkswagen,routan,2010,251.0,6.0,automatic,midsize,passenger minivan,17,25,36600
acura,tsx,2014,201.0,4.0,automatic,midsize,sedan,22,31,30635
cadillac,allante,1992,200.0,8.0,automatic,compact,convertible,14,20,2234
lamborghini,aventador,2015,720.0,12.0,automated_manual,midsize,convertible,10,16,548800
volvo,s60,2016,250.0,5.0,automatic,midsize,sedan,20,29,35650
lincoln,mkc,2015,240.0,4.0,automatic,compact,4dr suv,19,26,35595
hyundai,tucson,2016,175.0,4.0,automated_manual,compact,4dr suv,25,31,25550
ford,explorer sport trac,2009,292.0,8.0,automatic,compact,crew cab pickup,14,19,33670
subaru,forester,2017,170.0,4.0,automatic,midsize,4dr suv,26,32,25995
volkswagen,gti,2012,200.0,4.0,manual,compact,2dr hatchback,21,31,23995
volkswagen,new beetle,2009,150.0,5.0,automatic,compact,2dr hatchback,20,29,19390
bmw,1 series,2013,230.0,6.0,manual,compact,coupe,19,28,31500
mercedes-benz,c-class,2017,241.0,4.0,automatic,midsize,sedan,24,34,41675
ford,transit wagon,2017,275.0,6.0,automatic,midsize,passenger van,14,19,38165
audi,allroad quattro,2004,250.0,6.0,automatic,midsize,wagon,15,20,39950
cadillac,ats coupe,2017,272.0,4.0,automatic,compact,coupe,22,30,43395
acura,tlx,2017,206.0,4.0,automated_manual,midsize,sedan,24,35,35950
land rover,range rover evoque,2017,240.0,4.0,automatic,compact,4dr suv,21,29,51000
hyundai,accent,2015,137.0,4.0,manual,compact,4dr hatchback,27,38,14995
chevrolet,silverado 1500,2016,355.0,8.0,automatic,large,crew cab pickup,16,22,53015
volkswagen,rabbit,2008,170.0,5.0,automatic,compact,2dr hatchback,21,29,16675
chrysler,le baron,1995,141.0,6.0,automatic,compact,convertible,18,26,2000
dodge,magnum,2006,250.0,6.0,automatic,large,wagon,15,22,29100
pontiac,g6,2009,252.0,6.0,automatic,midsize,coupe,17,26,28960
hyundai,sonata,2016,178.0,4.0,automated_manual,midsize,sedan,28,38,23725
suzuki,forenza,2008,127.0,4.0,automatic,compact,sedan,19,28,16089
suzuki,x-90,1998,95.0,4.0,manual,compact,2dr suv,22,26,2000
chevrolet,black diamond avalanche,2013,320.0,8.0,automatic,large,crew cab pickup,15,21,38625
nissan,titan,2017,390.0,8.0,automatic,large,crew cab pickup,15,21,49460
buick,lucerne,2009,227.0,6.0,automatic,large,sedan,17,26,35770
dodge,ram 150,1992,230.0,8.0,manual,large,extended cab pickup,12,15,2000
ford,transit wagon,2016,275.0,6.0,automatic,large,passenger van,14,19,41030
ford,e-series wagon,2014,255.0,8.0,automatic,midsize,passenger van,11,15,36020
saab,9-4x,2011,265.0,6.0,automatic,midsize,4dr suv,18,25,33380
acura,integra,2000,140.0,4.0,manual,compact,sedan,22,28,3222
cadillac,cts coupe,2014,318.0,6.0,automatic,midsize,coupe,18,27,49995
cadillac,escalade esv,2015,420.0,8.0,automatic,large,4dr suv,14,20,82570
hyundai,azera,2015,293.0,6.0,automatic,midsize,sedan,20,29,34000
kia,sorento,2017,240.0,4.0,automatic,midsize,4dr suv,19,25,33300
honda,cr-z,2015,130.0,4.0,automatic,compact,2dr hatchback,36,39,20795
oldsmobile,cutlass calais,1990,160.0,4.0,automatic,compact,sedan,20,28,2000
volkswagen,fox,1992,81.0,4.0,manual,compact,sedan,22,30,2000
chevrolet,silverado 1500,2015,285.0,6.0,automatic,large,regular cab pickup,18,24,28545
chevrolet,malibu maxx,2006,201.0,6.0,automatic,midsize,4dr hatchback,20,28,23465
mercedes-benz,s-class,2016,577.0,8.0,automatic,large,sedan,15,23,143250
mazda,protege5,2003,130.0,4.0,manual,compact,wagon,22,28,16895
volkswagen,golf gti,2016,210.0,4.0,manual,compact,2dr hatchback,25,34,28025
gmc,yukon,2015,420.0,8.0,automatic,large,4dr suv,15,21,64520
volkswagen,beetle convertible,2016,210.0,4.0,automated_manual,compact,convertible,23,31,32670
subaru,b9 tribeca,2007,245.0,6.0,automatic,midsize,4dr suv,16,21,37295
land rover,range rover evoque,2015,240.0,4.0,automatic,compact,4dr suv,21,30,48900
bmw,alpina b7,2015,540.0,8.0,automatic,large,sedan,16,25,132200
chevrolet,captiva sport,2013,180.0,4.0,automatic,midsize,4dr suv,20,28,24155
nissan,xterra,2013,261.0,6.0,automatic,midsize,4dr suv,16,22,24850
mitsubishi,raider,2008,210.0,6.0,manual,compact,extended cab pickup,16,20,20490
nissan,juke,2017,188.0,4.0,automatic,compact,4dr hatchback,28,32,22550
honda,civic,2017,174.0,4.0,automatic,midsize,sedan,32,42,24800
ferrari,458 italia,2014,562.0,8.0,automated_manual,compact,coupe,13,17,233509
honda,element,2009,166.0,4.0,automatic,compact,4dr suv,20,25,24085
land rover,range rover,2016,254.0,6.0,automatic,large,4dr suv,22,29,93450
chevrolet,c/k 1500 series,1997,230.0,8.0,manual,large,extended cab pickup,11,17,3046
buick,encore,2015,138.0,4.0,automatic,compact,4dr suv,25,33,29435
bmw,2 series,2017,335.0,6.0,automatic,compact,coupe,21,31,46450
toyota,celica,2005,140.0,4.0,manual,compact,2dr hatchback,23,30,17670
chevrolet,spark ev,2014,140.0,0.0,direct_drive,compact,4dr hatchback,128,109,27010
cadillac,ats coupe,2015,321.0,6.0,automatic,compact,coupe,18,28,50325
chevrolet,silverado 1500,2017,285.0,6.0,automatic,large,extended cab pickup,17,22,39965
gmc,sierra 1500 hybrid,2011,332.0,8.0,automatic,large,crew cab pickup,20,23,48575
volvo,960,1995,181.0,6.0,automatic,midsize,wagon,15,23,2000
nissan,200sx,1998,140.0,4.0,manual,compact,coupe,20,28,2073
mazda,b-series pickup,1999,150.0,6.0,manual,compact,extended cab pickup,16,20,3214
dodge,colt,1993,92.0,4.0,manual,compact,sedan,28,36,2000
honda,accord,2017,185.0,4.0,automatic,midsize,coupe,26,34,28000
gmc,sonoma,2003,120.0,4.0,manual,compact,regular cab pickup,19,25,14770
nissan,titan,2014,317.0,8.0,automatic,large,crew cab pickup,12,17,37320
bmw,4 series gran coupe,2017,248.0,4.0,automatic,midsize,sedan,23,34,41950
mitsubishi,eclipse,2012,162.0,4.0,automatic,compact,2dr hatchback,20,28,24699
gmc,sierra 1500 classic,2007,295.0,8.0,automatic,large,extended cab pickup,13,17,27060
chevrolet,silverado 1500 classic,2007,195.0,6.0,manual,large,regular cab pickup,14,19,19620
volkswagen,touareg,2016,280.0,6.0,automatic,midsize,4dr suv,17,23,51450
dodge,ram pickup 1500,2008,215.0,6.0,manual,large,regular cab pickup,16,19,22435
ford,escort,2002,130.0,4.0,manual,compact,coupe,23,31,12815
porsche,cayenne,2016,570.0,8.0,automatic,midsize,4dr suv,14,21,157300
ford,focus,2017,160.0,4.0,automated_manual,compact,4dr hatchback,27,40,21675
chrysler,300,2016,292.0,6.0,automatic,large,sedan,19,31,42690
chrysler,300,2016,292.0,6.0,automatic,large,sedan,19,31,32260
subaru,b9 tribeca,2006,250.0,6.0,automatic,midsize,4dr suv,16,21,30695
nissan,versa,2017,109.0,4.0,automatic,compact,sedan,31,39,14130
hyundai,elantra touring,2012,138.0,4.0,automatic,compact,4dr hatchback,23,30,17195
audi,s4,2014,333.0,6.0,manual,midsize,sedan,17,26,54000
mercedes-benz,c36 amg,1997,276.0,6.0,automatic,compact,sedan,16,22,4330
audi,cabriolet,1996,172.0,6.0,automatic,compact,convertible,17,22,2631
saab,9-3 griffin,2012,220.0,4.0,automatic,compact,wagon,18,28,31180
volkswagen,new beetle,2010,150.0,5.0,automatic,compact,2dr hatchback,20,29,20390
ford,freestar,2007,201.0,6.0,automatic,midsize,passenger minivan,15,21,26665
toyota,yaris,2016,106.0,4.0,manual,compact,4dr hatchback,30,37,16870
plymouth,neon,1999,132.0,4.0,manual,compact,sedan,24,36,2000
mazda,5,2013,157.0,4.0,automatic,compact,passenger minivan,22,28,20940
volkswagen,jetta hybrid,2013,170.0,4.0,automated_manual,midsize,sedan,42,48,24995
toyota,venza,2013,268.0,6.0,automatic,midsize,wagon,18,25,39020
fiat,500,2016,101.0,4.0,manual,compact,2dr hatchback,31,40,21295
ford,transit wagon,2016,275.0,6.0,automatic,midsize,passenger van,14,19,34470
porsche,cayenne,2015,240.0,6.0,automatic,midsize,4dr suv,20,29,61700
chevrolet,aveo,2010,108.0,4.0,manual,compact,4dr hatchback,27,35,14250
toyota,avalon,2015,268.0,6.0,automatic,midsize,sedan,21,31,37170
mercedes-benz,amg gt,2017,503.0,8.0,automatic,compact,coupe,16,22,131200
mercedes-benz,slk-class,2014,201.0,4.0,manual,compact,convertible,22,32,43525
bentley,arnage,2007,500.0,8.0,automatic,large,sedan,10,15,242990
ford,f-150,2016,385.0,8.0,automatic,large,crew cab pickup,15,21,38325
oldsmobile,regency,1998,205.0,6.0,automatic,large,sedan,17,27,2084
kia,sorento,2017,185.0,4.0,automatic,midsize,4dr suv,21,28,25400
suzuki,grand vitara,2013,166.0,4.0,manual,compact,4dr suv,19,26,19949
audi,a4,2015,220.0,4.0,manual,midsize,sedan,22,32,38500
hyundai,sonata,2016,245.0,4.0,automatic,midsize,sedan,21,31,34075
ford,bronco,1996,199.0,8.0,automatic,midsize,2dr suv,11,16,3248
mazda,tribute,2009,240.0,6.0,automatic,compact,4dr suv,17,24,24805
volkswagen,eos,2015,200.0,4.0,automated_manual,compact,convertible,22,30,36145
nissan,370z,2017,332.0,6.0,automatic,compact,coupe,19,26,31290
honda,ridgeline,2017,280.0,6.0,automatic,large,crew cab pickup,19,26,35930
toyota,avalon,2017,268.0,6.0,automatic,midsize,sedan,21,30,36450
chevrolet,captiva sport,2014,180.0,4.0,automatic,midsize,4dr suv,20,28,29495
subaru,impreza,2016,148.0,4.0,automatic,compact,sedan,28,37,19295
dodge,challenger,2015,485.0,8.0,manual,large,coupe,14,23,45695
land rover,lr2,2014,240.0,4.0,automatic,compact,4dr suv,17,24,39100
honda,accord,2015,278.0,6.0,automatic,midsize,sedan,21,34,32270
gmc,sierra 1500,2015,285.0,6.0,automatic,large,extended cab pickup,18,24,30695
oldsmobile,cutlass calais,1990,110.0,4.0,manual,compact,sedan,19,30,2000
honda,accord,2015,278.0,6.0,manual,midsize,coupe,18,28,32550
lexus,nx 200t,2017,235.0,4.0,automatic,midsize,4dr suv,22,28,35085
gmc,vandura,1995,165.0,6.0,automatic,compact,cargo van,15,20,2000
pontiac,solstice,2009,173.0,4.0,manual,compact,convertible,19,25,24275
chevrolet,ss,2015,415.0,8.0,automatic,large,sedan,14,21,45745
ford,explorer,2016,290.0,6.0,automatic,midsize,4dr suv,16,23,43300
ford,fiesta,2016,120.0,4.0,manual,compact,4dr hatchback,27,35,14880
toyota,tundra,2017,381.0,8.0,automatic,large,crew cab pickup,13,17,44195
suzuki,xl7,2009,252.0,6.0,automatic,midsize,4dr suv,16,23,30230
toyota,sienna,2016,266.0,6.0,automatic,large,passenger minivan,18,25,35410
maybach,57,2010,604.0,12.0,automatic,large,sedan,10,16,405500
subaru,xt,1991,97.0,4.0,manual,compact,coupe,22,29,2000
chevrolet,malibu,2016,250.0,4.0,automatic,midsize,sedan,22,33,28620
nissan,cube,2013,122.0,4.0,automatic,compact,wagon,27,31,18860
gmc,acadia,2016,288.0,6.0,automatic,midsize,4dr suv,15,22,47890
toyota,prius c,2015,99.0,4.0,automatic,compact,4dr hatchback,53,46,19540
volkswagen,eurovan,2003,201.0,6.0,automatic,large,passenger minivan,15,18,27700
dodge,caliber,2010,158.0,4.0,automatic,compact,wagon,23,27,18060
nissan,frontier,2015,261.0,6.0,manual,compact,crew cab pickup,16,21,25400
saab,900,1998,185.0,4.0,manual,compact,4dr hatchback,18,24,2000
lexus,ls 600h l,2016,438.0,8.0,automatic,large,sedan,19,23,120440
acura,rdx,2015,273.0,6.0,automatic,midsize,4dr suv,20,28,35095
volkswagen,gti,2014,200.0,4.0,automated_manual,compact,4dr hatchback,24,33,26195
toyota,previa,1997,161.0,4.0,automatic,compact,passenger minivan,16,20,2580
pontiac,montana,2004,185.0,6.0,automatic,midsize,passenger minivan,17,24,30235
ford,fiesta,2016,120.0,4.0,manual,compact,sedan,27,35,14580
chevrolet,astro cargo,2004,190.0,6.0,automatic,large,cargo minivan,14,19,22695
kia,cadenza,2015,293.0,6.0,automatic,midsize,sedan,19,28,34900
audi,s5,2016,333.0,6.0,automated_manual,midsize,convertible,18,26,61100
toyota,tacoma,2017,278.0,6.0,automatic,compact,crew cab pickup,18,23,38795
subaru,xv crosstrek,2014,160.0,4.0,automatic,compact,4dr suv,29,33,29295
ford,mustang,2017,310.0,4.0,manual,midsize,coupe,21,30,25645
chrysler,sebring,2008,186.0,6.0,automatic,midsize,convertible,18,26,29275
mitsubishi,outlander sport,2016,168.0,4.0,automatic,compact,4dr suv,22,27,22695
suzuki,swift,2000,79.0,4.0,manual,compact,2dr hatchback,31,38,2000
buick,envision,2016,252.0,4.0,automatic,midsize,4dr suv,20,26,44710
ford,transit wagon,2017,275.0,6.0,automatic,midsize,passenger van,14,19,34365
gmc,safari,2004,190.0,6.0,automatic,large,passenger minivan,12,16,26195
toyota,prius prime,2017,121.0,4.0,automatic,compact,4dr hatchback,55,53,28800
mazda,cx-9,2014,273.0,6.0,automatic,large,4dr suv,16,22,31575
ford,f-250,1999,220.0,8.0,automatic,large,regular cab pickup,12,17,3550
mazda,mx-5 miata,2015,158.0,4.0,automatic,compact,convertible,21,28,26230
ford,tempo,1993,96.0,4.0,manual,compact,sedan,21,30,2000
volvo,240,1992,114.0,4.0,manual,midsize,sedan,19,26,2000
chevrolet,cavalier,2004,140.0,4.0,manual,compact,coupe,23,33,14235
acura,mdx,2015,290.0,6.0,automatic,midsize,4dr suv,18,27,50840
chevrolet,impala,2016,195.0,4.0,automatic,large,sedan,22,31,27095
dodge,caravan,2007,170.0,6.0,automatic,compact,cargo minivan,17,24,20555
land rover,range rover evoque,2015,240.0,4.0,automatic,compact,4dr suv,21,30,60000
subaru,brz,2017,205.0,4.0,manual,compact,coupe,21,29,27645
mazda,truck,2003,135.0,4.0,manual,compact,extended cab pickup,21,26,18050
chrysler,300,2016,300.0,6.0,automatic,large,sedan,19,31,36090
lincoln,ls,2004,232.0,6.0,automatic,midsize,sedan,17,24,32370
infiniti,q50,2017,360.0,6.0,automatic,compact,sedan,26,30,49800
mitsubishi,raider,2009,210.0,6.0,automatic,compact,extended cab pickup,15,20,24235
suzuki,xl7,2007,252.0,6.0,automatic,midsize,4dr suv,16,21,28349
ford,explorer,2016,290.0,6.0,automatic,midsize,4dr suv,16,23,33050
bmw,5 series gran turismo,2016,445.0,8.0,automatic,large,4dr hatchback,16,24,72500
mercedes-benz,cl-class,2014,510.0,12.0,automatic,large,coupe,12,18,162000
chevrolet,c/k 1500 series,1998,230.0,8.0,manual,large,extended cab pickup,13,18,3342
acura,rdx,2016,279.0,6.0,automatic,midsize,4dr suv,19,28,41870
nissan,frontier,2016,261.0,6.0,manual,compact,crew cab pickup,16,21,28890
fiat,500l,2015,160.0,4.0,manual,compact,wagon,25,33,21695
porsche,cayman,2015,275.0,6.0,manual,compact,coupe,20,30,52600
mercedes-benz,190-class,1993,130.0,4.0,manual,compact,sedan,18,26,2000
volkswagen,beetle,2016,170.0,4.0,automatic,compact,2dr hatchback,25,34,25975
mercedes-benz,cls-class,2016,329.0,6.0,automatic,midsize,sedan,20,30,66900
bentley,flying spur,2015,616.0,12.0,automatic,large,sedan,12,20,215800
dodge,dakota,2008,210.0,6.0,automatic,compact,crew cab pickup,14,18,30510
chevrolet,sonic,2015,138.0,4.0,automatic,compact,sedan,25,35,15495
infiniti,fx45,2006,320.0,8.0,automatic,midsize,4dr suv,13,17,49750
chevrolet,s-10,2002,190.0,6.0,automatic,compact,regular cab pickup,15,20,18944
chevrolet,silverado 1500 classic,2007,295.0,8.0,automatic,large,extended cab pickup,14,19,28995
gmc,sierra 1500,2015,285.0,6.0,automatic,large,extended cab pickup,17,22,34675
volkswagen,passat,2015,170.0,4.0,automatic,midsize,sedan,24,36,31790
cadillac,sts,2011,302.0,6.0,automatic,large,sedan,18,27,56380
acura,tsx,2013,201.0,4.0,automatic,midsize,sedan,22,31,30510
chevrolet,cobalt,2010,260.0,4.0,manual,compact,coupe,22,30,24535
nissan,370z,2017,350.0,6.0,manual,compact,coupe,18,26,41990
nissan,frontier,2016,261.0,6.0,automatic,compact,crew cab pickup,15,21,27960
audi,a3,2016,150.0,4.0,automated_manual,compact,sedan,31,43,36700
lexus,es 330,2004,225.0,6.0,automatic,midsize,sedan,18,27,31725
cadillac,cts coupe,2014,318.0,6.0,automatic,midsize,coupe,18,27,39495
volkswagen,passat,2016,170.0,4.0,automatic,midsize,sedan,25,38,28410
chevrolet,s-10 blazer,1992,160.0,6.0,manual,midsize,4dr suv,15,20,2000
scion,xb,2014,158.0,4.0,manual,compact,wagon,22,28,16970
honda,civic,2017,174.0,4.0,automatic,compact,4dr hatchback,31,40,25300
acura,tsx,2012,280.0,6.0,automatic,midsize,sedan,19,28,35550
honda,fit,2016,130.0,4.0,automatic,compact,4dr hatchback,32,38,18600
chrysler,concorde,2004,200.0,6.0,automatic,large,sedan,19,27,23480
volkswagen,beetle,2017,210.0,4.0,automated_manual,compact,2dr hatchback,23,29,32550
volkswagen,routan,2010,197.0,6.0,automatic,midsize,passenger minivan,16,23,33600
infiniti,qx4,2003,240.0,6.0,automatic,midsize,4dr suv,14,19,34750
dodge,grand caravan,2015,283.0,6.0,automatic,midsize,passenger minivan,17,25,28395
aston martin,db9,2015,510.0,12.0,automatic,midsize,coupe,13,19,188295
land rover,range rover sport,2016,254.0,6.0,automatic,midsize,4dr suv,22,29,71450
volkswagen,jetta hybrid,2014,170.0,4.0,automated_manual,midsize,sedan,42,48,30245
suzuki,x-90,1998,95.0,4.0,manual,compact,2dr suv,22,26,2000
plymouth,neon,1999,150.0,4.0,manual,compact,coupe,24,36,2000
ford,f-150 svt lightning,1995,240.0,8.0,automatic,large,regular cab pickup,11,15,4508
aston martin,db7,2003,435.0,12.0,manual,compact,coupe,9,15,156300
mercedes-benz,300-class,1992,228.0,6.0,manual,compact,convertible,15,21,3814
toyota,corolla,2016,140.0,4.0,automatic,compact,sedan,30,40,19835
land rover,range rover evoque,2015,240.0,4.0,automatic,compact,4dr suv,21,30,41100
mercedes-benz,cls-class,2017,402.0,8.0,automatic,midsize,sedan,18,26,74850
volkswagen,jetta gli,2014,210.0,4.0,manual,midsize,sedan,23,33,24535
toyota,sienna,2017,296.0,6.0,automatic,large,passenger minivan,19,27,29750
chrysler,tc,1990,200.0,4.0,manual,compact,convertible,16,23,2000
toyota,tacoma,2016,159.0,4.0,automatic,compact,extended cab pickup,19,23,23660
gmc,yukon,2016,355.0,8.0,automatic,large,4dr suv,16,23,48315
mercedes-benz,400-class,1993,275.0,8.0,automatic,large,sedan,13,17,2650
cadillac,xlr,2008,320.0,8.0,automatic,compact,convertible,15,24,85650
buick,encore,2015,138.0,4.0,automatic,compact,4dr suv,25,33,26155
gmc,yukon,2016,355.0,8.0,automatic,large,4dr suv,16,23,57000
volkswagen,beetle,2015,170.0,4.0,automatic,compact,2dr hatchback,25,33,20195
oldsmobile,eighty-eight royale,1993,170.0,6.0,automatic,large,sedan,17,26,2000
chevrolet,s-10,2002,190.0,6.0,automatic,compact,extended cab pickup,14,18,24063
nissan,frontier,2015,261.0,6.0,manual,compact,crew cab pickup,16,21,31510
gmc,sierra 1500,2015,285.0,6.0,automatic,large,crew cab pickup,17,22,42635
infiniti,q45,2006,340.0,8.0,automatic,large,sedan,15,22,58100
lincoln,ls,2005,232.0,6.0,automatic,midsize,sedan,17,24,32640
nissan,rogue,2015,170.0,4.0,automatic,midsize,4dr suv,25,32,24140
volkswagen,vanagon,1990,90.0,4.0,automatic,large,passenger minivan,15,16,2000
chevrolet,c/k 1500 series,1997,200.0,6.0,manual,large,regular cab pickup,14,18,2580
gmc,vandura,1995,165.0,6.0,automatic,midsize,cargo van,15,20,2000
chevrolet,silverado 1500,2016,355.0,8.0,automatic,large,crew cab pickup,16,22,43260
dodge,dakota,2008,210.0,6.0,manual,compact,extended cab pickup,15,19,27935
lincoln,continental,2002,275.0,8.0,automatic,large,sedan,15,23,39775
