Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Volkswagen,CC,2016,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,32,21,873,34655
Lexus,HS 250h,2011,regular unleaded,187.0,4.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Hybrid",Midsize,Sedan,34,35,454,36330
Ferrari,360,2004,premium unleaded (required),400.0,8.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,15,10,2774,147332
Oldsmobile,Cutlass Ciera,1994,regular unleaded,160.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Wagon,26,17,26,2000
Ford,F-150,2016,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,Crew Cab Pickup,21,15,5657,46895
Dodge,Stratus,2004,regular unleaded,150.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,27,20,1851,19970
Chevrolet,Silverado 1500,2017,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,Crew Cab Pickup,22,17,1385,39185
Honda,Fit,2017,regular unleaded,130.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,36,29,2202,17900
Toyota,Tacoma,2016,regular unleaded,278.0,6.0,MANUAL,four wheel drive,4.0,,Compact,Crew Cab Pickup,21,17,2031,32460
Land Rover,Range Rover Sport,2016,premium unleaded (recommended),510.0,8.0,AUTOMATIC,four wheel drive,4.0,"Luxury,High-Performance",Midsize,4dr SUV,19,14,258,93295
Acura,TSX,2013,premium unleaded (recommended),201.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,31,22,204,33610
Ford,E-150,1997,regular unleaded,200.0,6.0,AUTOMATIC,rear wheel drive,3.0,,Midsize,Cargo Van,18,14,5657,2000
Toyota,Corolla,2015,regular unleaded,132.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,37,28,2031,16950
Toyota,Tacoma,2015,regular unleaded,159.0,4.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Extended Cab Pickup,24,19,2031,22525
Dodge,Challenger,2015,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,2.0,Performance,Large,Coupe,30,19,1851,26995
Ford,F-250,1999,regular unleaded,220.0,8.0,MANUAL,four wheel drive,2.0,,Large,Regular Cab Pickup,16,12,5657,3269
Volkswagen,GTI,2013,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,31,21,873,30395
Audi,A3,2016,premium unleaded (recommended),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Luxury,Compact,Convertible,35,24,3105,36600
Subaru,Outback,2015,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,33,25,640,26995
Acura,RSX,2006,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,2.0,"Hatchback,Luxury",Compact,2dr Hatchback,31,22,204,22375
GMC,Sierra 1500 Classic,2007,regular unleaded,285.0,8.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Large,Extended Cab Pickup,19,15,549,25215
Acura,Integra,2001,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Compact,Sedan,28,21,204,22400
Volkswagen,Golf Alltrack,2017,regular unleaded,170.0,4.0,MANUAL,all wheel drive,4.0,Crossover,Compact,Wagon,30,22,873,29430
BMW,3 Series,2016,premium unleaded (required),240.0,4.0,MANUAL,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,34,22,3916,38350
Nissan,Xterra,2014,regular unleaded,261.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Midsize,4dr SUV,22,16,2009,23390
Rolls-Royce,Ghost,2013,premium unleaded (required),563.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury,Performance",Large,Sedan,21,13,86,296000
Hyundai,Santa Fe,2017,regular unleaded,290.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,22,17,1439,41150
GMC,Canyon,2012,regular unleaded,242.0,5.0,AUTOMATIC,four wheel drive,4.0,,Compact,Crew Cab Pickup,21,16,549,29125
Mercedes-Benz,Maybach,2016,premium unleaded (required),523.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury,High-Performance",Large,Sedan,20,13,617,189350
Chevrolet,Malibu,2015,regular unleaded,196.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,36,25,1385,28195
Mazda,3,2015,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,41,30,586,23795
Dodge,Intrepid,2002,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,26,18,1851,20810
Dodge,Charger,2017,regular unleaded,370.0,8.0,AUTOMATIC,rear wheel drive,4.0,High-Performance,Large,Sedan,25,16,1851,34790
Land Rover,Range Rover,2015,flex-fuel (premium unleaded required/E85),340.0,6.0,AUTOMATIC,four wheel drive,4.0,"Flex Fuel,Luxury",Large,4dr SUV,23,17,258,95195
Chevrolet,Silverado 1500,2017,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,2.0,Flex Fuel,Large,Regular Cab Pickup,24,18,1385,29610
Volkswagen,Jetta,2015,regular unleaded,115.0,4.0,MANUAL,front wheel drive,4.0,,Midsize,Sedan,34,25,873,16215
Audi,Q7,2014,premium unleaded (required),280.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Large,4dr SUV,22,16,3105,47700
Subaru,XV Crosstrek,2013,regular unleaded,148.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,33,25,640,22995
Chevrolet,Corvette,2016,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,29,17,1385,63855
Mercedes-Benz,GLE-Class,2017,premium unleaded (required),302.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,23,18,617,52000
Toyota,Sequoia,2016,regular unleaded,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,4dr SUV,17,13,2031,45325
Subaru,Baja,2006,regular unleaded,165.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,Crew Cab Pickup,25,19,640,23295
Dodge,Shadow,1993,regular unleaded,100.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Convertible,29,22,1851,2000
Toyota,Tundra,2015,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,Extended Cab Pickup,17,13,2031,34710
Mazda,CX-5,2014,regular unleaded,155.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,31,25,586,24045
GMC,Sierra 1500 Hybrid,2013,regular unleaded,332.0,8.0,AUTOMATIC,rear wheel drive,4.0,Hybrid,Large,Crew Cab Pickup,23,20,549,48335
Suzuki,XL-7,2004,regular unleaded,185.0,6.0,AUTOMATIC,four wheel drive,4.0,,Midsize,4dr SUV,20,15,481,27499
Nissan,240SX,1998,regular unleaded,155.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,25,20,2009,4299
Subaru,Legacy,2016,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,,Midsize,Sedan,36,26,640,24145
Lexus,NX 300h,2015,regular unleaded,194.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Hybrid",Midsize,4dr SUV,30,33,454,41310
Chevrolet,Malibu,2016,regular unleaded,160.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,37,27,1385,23120
Mercedes-Benz,SLC-Class,2017,premium unleaded (required),241.0,4.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Compact,Convertible,32,25,617,47950
Toyota,4Runner,2014,regular unleaded,270.0,6.0,AUTOMATIC,four wheel drive,4.0,,Midsize,4dr SUV,22,17,2031,35725
Honda,HR-V,2017,regular unleaded,141.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,31,27,2202,23515
Maserati,Ghibli,2015,premium unleaded (required),404.0,6.0,AUTOMATIC,all wheel drive,4.0,"Exotic,Luxury,High-Performance",Midsize,Sedan,25,15,238,77900
Oldsmobile,Custom Cruiser,1992,regular unleaded,170.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Wagon,23,15,26,2000
Volkswagen,Jetta,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,36,25,873,25380
Lincoln,MKS,2015,regular unleaded,305.0,6.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Large,Sedan,28,19,61,38850
Volkswagen,Tiguan,2015,premium unleaded (recommended),200.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,26,20,873,35565
Dodge,Intrepid,2003,regular unleaded,244.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,25,17,1851,24875
Acura,TLX,2016,premium unleaded (recommended),290.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,31,21,204,41575
Infiniti,G37 Sedan,2010,premium unleaded (recommended),328.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,27,19,190,33250
Chevrolet,Impala,2016,regular unleaded,195.0,4.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,31,22,1385,29460
Infiniti,G Sedan,2011,premium unleaded (recommended),328.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,25,18,190,41550
Nissan,240SX,1997,regular unleaded,155.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,26,19,2009,4182
Suzuki,Verona,2005,regular unleaded,155.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,25,18,481,19349
Cadillac,SRX,2015,regular unleaded,308.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,24,17,1624,48920
BMW,8 Series,1997,regular unleaded,322.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,19,12,3916,7624
Chevrolet,Equinox,2015,regular unleaded,182.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Flex Fuel",Compact,4dr SUV,29,20,1385,33670
Chrysler,TC,1991,regular unleaded,141.0,6.0,AUTOMATIC,front wheel drive,2.0,Luxury,Compact,Convertible,22,16,1013,2000
Honda,Fit,2017,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,37,32,2202,21265
Nissan,Frontier,2017,regular unleaded,261.0,6.0,AUTOMATIC,four wheel drive,4.0,,Compact,Crew Cab Pickup,21,15,2009,29170
Volkswagen,Phaeton,2004,premium unleaded (recommended),335.0,8.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,21,14,873,64600
Acura,MDX,2017,premium unleaded (recommended),290.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,26,18,204,52360
Infiniti,Q50,2016,premium unleaded (required),208.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,28,22,190,35950
Pontiac,Aztek,2003,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,24,17,210,20870
Audi,S4,2016,premium unleaded (required),333.0,6.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,28,18,3105,56100
Suzuki,SX4,2012,regular unleaded,150.0,4.0,MANUAL,front wheel drive,4.0,"Crossover,Hatchback",Compact,4dr Hatchback,30,22,481,16799
Bentley,Continental GT3-R,2015,premium unleaded (required),572.0,8.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Midsize,Coupe,23,13,520,337000
Honda,Ridgeline,2013,regular unleaded,250.0,6.0,AUTOMATIC,four wheel drive,4.0,,Large,Crew Cab Pickup,21,15,2202,35030
Acura,RSX,2006,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,2.0,"Hatchback,Luxury",Compact,2dr Hatchback,31,22,204,21225
Cadillac,ATS Coupe,2016,premium unleaded (recommended),272.0,4.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Compact,Coupe,31,22,1624,37995
Volvo,V60,2017,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Midsize,Wagon,36,25,870,41750
Nissan,Frontier,2016,regular unleaded,261.0,6.0,AUTOMATIC,four wheel drive,4.0,,Compact,Crew Cab Pickup,21,15,2009,34360
Ford,Fusion,2016,regular unleaded,231.0,4.0,AUTOMATIC,all wheel drive,4.0,Performance,Midsize,Sedan,31,22,5657,33270
Lexus,IS 250 C,2015,premium unleaded (required),204.0,6.0,AUTOMATIC,rear wheel drive,2.0,Luxury,Compact,Convertible,30,21,454,43360
Pontiac,G8,2008,regular unleaded,256.0,6.0,AUTOMATIC,rear wheel drive,4.0,Performance,Large,Sedan,25,17,210,26910
Nissan,NX,1992,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,28,20,2009,2000
Cadillac,SRX,2015,regular unleaded,308.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,24,17,1624,46030
Land Rover,Range Rover Evoque,2016,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,30,21,258,50475
Cadillac,SRX,2015,regular unleaded,308.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,23,16,1624,51730
Ford,E-150,1998,regular unleaded,200.0,6.0,AUTOMATIC,rear wheel drive,3.0,,Midsize,Passenger Van,17,12,5657,2169
Mazda,2,2013,regular unleaded,100.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,35,29,586,14720
Toyota,Sequoia,2017,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,,Large,4dr SUV,17,13,2031,48685
Chrysler,Le Baron,1994,regular unleaded,141.0,6.0,AUTOMATIC,front wheel drive,2.0,,Compact,Convertible,26,18,1013,2000
GMC,S-15,1990,regular unleaded,160.0,6.0,MANUAL,four wheel drive,2.0,,Compact,Regular Cab Pickup,19,15,549,2000
Mercedes-Benz,CL-Class,2014,premium unleaded (required),429.0,8.0,AUTOMATIC,all wheel drive,2.0,"Luxury,High-Performance",Large,Coupe,24,15,617,116600
Mazda,3,2015,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,41,29,586,16945
Mercedes-Benz,GL-Class,2016,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Large,4dr SUV,26,19,617,63600
Cadillac,ATS Coupe,2015,premium unleaded (recommended),272.0,4.0,AUTOMATIC,all wheel drive,2.0,"Luxury,Performance",Compact,Coupe,29,20,1624,48205
Lincoln,MKC,2017,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,28,21,61,45475
Hyundai,Excel,1993,regular unleaded,81.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,30,25,1439,2000
Audi,R8,2014,premium unleaded (required),525.0,10.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Luxury,High-Performance",Compact,Coupe,22,13,3105,160300
Volkswagen,GTI,2012,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,33,24,873,25095
Saab,9-3,2010,premium unleaded (recommended),207.0,4.0,MANUAL,front wheel drive,2.0,Luxury,Compact,Convertible,29,20,376,39990
Mazda,B-Series Truck,2008,regular unleaded,207.0,6.0,MANUAL,four wheel drive,4.0,,Compact,Extended Cab Pickup,19,15,586,22045
Pontiac,Sunbird,1992,regular unleaded,111.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,32,22,210,2000
Maserati,Quattroporte,2015,premium unleaded (required),523.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Factory Tuner,Luxury,High-Performance",Large,Sedan,22,13,238,140500
Suzuki,Aerio,2006,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Wagon,28,22,481,14599
Honda,Ridgeline,2017,regular unleaded,280.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Crew Cab Pickup,25,18,2202,42870
Acura,Legend,1993,regular unleaded,230.0,6.0,MANUAL,front wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,23,15,204,2000
Mitsubishi,Diamante,2003,premium unleaded (required),205.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,23,16,436,28447
Toyota,Sienna,2016,regular unleaded,266.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Passenger Minivan,23,16,2031,43040
Kia,Sorento,2017,regular unleaded,290.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,25,18,1720,33100
Ford,E-150,1997,regular unleaded,200.0,6.0,AUTOMATIC,rear wheel drive,3.0,,Midsize,Passenger Van,17,12,5657,2000
Aston Martin,DBS,2011,premium unleaded (required),510.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,Factory Tuner,High-Performance",Midsize,Convertible,18,12,259,286739
Dodge,Ram Cargo,2001,regular unleaded,175.0,6.0,AUTOMATIC,rear wheel drive,3.0,,Compact,Cargo Van,15,13,1851,18695
Kia,Optima Hybrid,2015,regular unleaded,199.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Sedan,40,36,1720,25990
Nissan,Truck,1997,regular unleaded,134.0,4.0,MANUAL,rear wheel drive,2.0,,Compact,Extended Cab Pickup,23,19,2009,2837
Dodge,Caliber,2010,regular unleaded,158.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Wagon,31,23,1851,18740
Volvo,740,1991,regular unleaded,114.0,4.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Wagon,24,18,870,2000
GMC,Terrain,2017,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,31,21,549,24070
Toyota,Tundra,2015,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,Extended Cab Pickup,17,13,2031,35040
Toyota,Tundra,2016,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,,Large,Extended Cab Pickup,17,13,2031,34220
Dodge,Dakota,2010,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Compact,Crew Cab Pickup,20,15,1851,26325
Audi,S3,2016,premium unleaded (required),292.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Compact,Sedan,31,23,3105,48650
Lincoln,MKX,2017,regular unleaded,303.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,23,16,61,48055
Mercedes-Benz,GLE-Class Coupe,2017,premium unleaded (required),362.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Factory Tuner,Luxury,Performance",Midsize,4dr SUV,23,17,617,69650
Toyota,RAV4 EV,2013,electric,,0.0,DIRECT_DRIVE,front wheel drive,4.0,Crossover,Midsize,4dr SUV,74,78,2031,49800
Nissan,Armada,2014,regular unleaded,317.0,8.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Large,4dr SUV,19,13,2009,37590
Cadillac,Allante,1993,regular unleaded,295.0,8.0,AUTOMATIC,front wheel drive,2.0,"Luxury,Performance",Compact,Convertible,20,13,1624,2358
Chevrolet,Silverado 1500 Classic,2007,flex-fuel (unleaded/E85),295.0,8.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Large,Extended Cab Pickup,19,14,1385,30465
Cadillac,Escalade ESV,2017,premium unleaded (recommended),420.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,4dr SUV,22,15,1624,81395
Oldsmobile,Cutlass,1997,regular unleaded,155.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,26,18,26,2000
Subaru,XV Crosstrek,2015,regular unleaded,148.0,4.0,MANUAL,all wheel drive,4.0,Crossover,Compact,4dr SUV,31,23,640,21595
Cadillac,CT6,2017,premium unleaded (required),404.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,26,18,1624,87495
Dodge,Charger,2015,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Large,Sedan,31,19,1851,27995
Chevrolet,Silverado 1500,2016,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,2.0,Flex Fuel,Large,Regular Cab Pickup,22,17,1385,38890
Ford,F-250,1997,regular unleaded,220.0,8.0,MANUAL,rear wheel drive,3.0,,Large,Extended Cab Pickup,17,12,5657,3241
Toyota,Tacoma,2016,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,4.0,,Compact,Crew Cab Pickup,23,18,2031,38180
BMW,5 Series,2015,premium unleaded (required),241.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Large,Sedan,33,22,3916,52250
BMW,6 Series,2017,premium unleaded (required),445.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,High-Performance",Midsize,Convertible,24,17,3916,96500
Ford,Focus,2017,regular unleaded,123.0,3.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,42,30,5657,18175
Toyota,Tundra,2017,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Large,Crew Cab Pickup,18,13,2031,46980
Nissan,Altima,2015,regular unleaded,270.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,32,22,2009,26450
BMW,2 Series,2016,premium unleaded (required),240.0,4.0,MANUAL,rear wheel drive,2.0,"Luxury,Performance",Compact,Coupe,34,22,3916,32850
Chevrolet,TrailBlazer,2009,regular unleaded,285.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Midsize,4dr SUV,20,14,1385,33595
Infiniti,M35,2010,premium unleaded (recommended),303.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,25,17,190,45800
GMC,Acadia,2015,regular unleaded,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,24,17,549,42095
Toyota,Sienna,2017,regular unleaded,296.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,27,19,2031,36310
Pontiac,Sunbird,1992,regular unleaded,111.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,32,22,210,2000
Subaru,WRX,2015,premium unleaded (recommended),268.0,4.0,AUTOMATIC,all wheel drive,4.0,Performance,Compact,Sedan,25,19,640,29695
Pontiac,Sunfire,2005,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,32,23,210,10895
Lincoln,Town Car,2011,flex-fuel (unleaded/E85),239.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Flex Fuel,Luxury",Large,Sedan,24,16,61,47000
Mitsubishi,Eclipse,2010,premium unleaded (recommended),265.0,6.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,25,16,436,28089
Toyota,Tundra,2017,regular unleaded,310.0,8.0,AUTOMATIC,four wheel drive,4.0,,Large,Crew Cab Pickup,18,14,2031,37200
Toyota,Prius,2016,regular unleaded,121.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Hybrid",Compact,4dr Hatchback,50,54,2031,28100
Chevrolet,Uplander,2006,regular unleaded,201.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,23,16,1385,22750
Honda,Element,2009,regular unleaded,166.0,4.0,MANUAL,all wheel drive,4.0,Crossover,Compact,4dr SUV,23,18,2202,22785
Chrysler,PT Cruiser,2008,regular unleaded,150.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Convertible,26,21,1013,18430
Honda,Pilot,2017,regular unleaded,280.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,27,20,2202,41670
Nissan,300ZX,1995,regular unleaded,222.0,6.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,22,17,2009,2702
Ford,Escape,2015,premium unleaded (recommended),178.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,32,23,5657,25650
Dodge,Dakota,2008,regular unleaded,210.0,6.0,MANUAL,rear wheel drive,4.0,,Compact,Extended Cab Pickup,20,16,1851,20470
GMC,Vandura,1994,regular unleaded,200.0,6.0,AUTOMATIC,rear wheel drive,3.0,,Midsize,Cargo Van,20,15,549,2000
Ford,Taurus,2016,flex-fuel (unleaded/E85),288.0,6.0,AUTOMATIC,all wheel drive,4.0,"Flex Fuel,Performance",Large,Sedan,24,17,5657,36310
Toyota,Pickup,1995,regular unleaded,116.0,4.0,MANUAL,four wheel drive,2.0,,Compact,Extended Cab Pickup,20,17,2031,2553
Chevrolet,Silverado 1500,2016,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,2.0,Flex Fuel,Large,Regular Cab Pickup,24,18,1385,29510
BMW,M,2006,premium unleaded (required),330.0,6.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,22,14,3916,49300
Audi,90,1994,regular unleaded,172.0,6.0,MANUAL,all wheel drive,4.0,Luxury,Compact,Sedan,22,17,3105,2000
Volkswagen,Jetta,2015,premium unleaded (recommended),210.0,4.0,AUTOMATIC,front wheel drive,4.0,"Factory Tuner,Performance",Midsize,Sedan,32,24,873,30380
Lincoln,MKX,2017,regular unleaded,303.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,23,16,61,44045
Volvo,960,1997,regular unleaded,181.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Wagon,24,16,870,2000
